BACKGROUND,9944.0,-1328.0
TILE,-29,24,1,1
TILE,-28,24,1,1
TILE,-28,25,1,1
TILE,-27,25,1,1
TILE,-27,24,1,1
TILE,-26,24,1,1
TILE,-25,24,1,1
TILE,-23,24,1,1
TILE,-24,24,1,1
TILE,-22,24,1,1
TILE,-21,24,1,1
TILE,-20,24,1,1
TILE,-19,24,1,1
TILE,-18,24,1,1
TILE,-29,25,1,1
TILE,-26,25,1,1
TILE,-25,25,1,1
TILE,-24,25,1,1
TILE,-23,25,1,1
TILE,-22,25,1,1
TILE,-21,25,1,1
TILE,-20,25,1,1
TILE,-19,25,1,1
TILE,-18,25,1,1
TILE,-17,25,1,1
TILE,-16,25,1,1
TILE,-15,25,1,1
TILE,-14,25,1,1
TILE,-13,25,1,1
TILE,-12,25,1,1
TILE,-11,25,1,1
TILE,-10,25,1,1
TILE,-9,25,1,1
TILE,-8,25,1,1
TILE,-29,23,1,0
TILE,-28,23,1,0
TILE,-27,23,1,0
TILE,-26,23,1,0
TILE,-25,23,1,0
TILE,-24,23,1,0
TILE,-23,23,1,0
TILE,-22,23,1,0
TILE,-20,23,1,0
TILE,-21,23,1,0
TILE,-19,23,1,0
TILE,-18,23,1,0
TILE,-17,23,1,0
TILE,-16,23,1,0
TILE,-15,23,1,0
TILE,-14,23,1,0
TILE,-13,23,1,0
TILE,-12,23,1,0
TILE,-11,23,1,0
TILE,-10,23,1,0
TILE,-9,23,1,0
TILE,-8,23,1,0
TILE,-7,23,1,0
TILE,-6,23,1,0
TILE,-5,23,1,0
TILE,-4,23,1,0
TILE,-17,24,1,1
TILE,-16,24,1,1
TILE,-15,24,1,1
TILE,-14,24,1,1
TILE,-13,24,1,1
TILE,-12,24,1,1
TILE,-11,24,1,1
TILE,-10,24,1,1
TILE,-9,24,1,1
TILE,-8,24,1,1
TILE,-7,24,1,1
TILE,-6,24,1,1
TILE,-5,24,1,1
TILE,-4,24,1,1
TILE,-4,25,1,1
TILE,-5,25,1,1
TILE,-6,25,1,1
TILE,-7,25,1,1
TILE,-30,24,1,1
TILE,-31,24,1,1
TILE,-32,24,1,1
TILE,-33,24,1,1
TILE,-34,24,1,1
TILE,-35,24,1,1
TILE,-36,24,1,1
TILE,-36,25,1,1
TILE,-35,25,1,1
TILE,-34,25,1,1
TILE,-33,25,1,1
TILE,-32,25,1,1
TILE,-31,25,1,1
TILE,-30,25,1,1
TILE,-36,23,0,0
TILE,-30,23,1,0
TILE,-31,23,1,0
TILE,-32,23,1,0
TILE,-33,23,1,0
TILE,-34,23,1,0
TILE,-35,23,1,0
TILE,-3,23,1,0
TILE,-2,23,1,0
TILE,-1,23,1,0
TILE,0,23,1,0
TILE,1,23,1,0
TILE,2,23,1,0
TILE,3,23,1,0
TILE,4,23,1,0
TILE,5,23,1,0
TILE,-18,19,0,2
TILE,-17,19,1,2
TILE,-16,19,1,2
TILE,-15,19,1,2
TILE,-14,19,1,2
TILE,-13,19,2,2
TILE,-18,18,0,0
TILE,-13,18,2,0
TILE,-17,18,1,0
TILE,-16,18,1,0
TILE,-15,18,1,0
TILE,-14,18,1,0
TILE,-3,24,1,1
TILE,-2,24,1,1
TILE,-1,24,1,1
TILE,-1,25,1,1
TILE,-2,25,1,1
TILE,-3,25,1,1
TILE,-19,26,1,1
TILE,-20,26,1,1
TILE,-21,26,1,1
TILE,-22,26,1,1
TILE,-23,26,1,1
TILE,-24,26,1,1
TILE,-25,26,1,1
TILE,-26,26,1,1
TILE,-27,26,1,1
TILE,-28,26,1,1
TILE,-29,26,1,1
TILE,-30,26,1,1
TILE,-31,26,1,1
TILE,-36,26,1,1
TILE,-35,26,1,1
TILE,-34,26,1,1
TILE,-33,26,1,1
TILE,-32,26,1,1
TILE,-18,26,1,1
TILE,-17,26,1,1
TILE,-16,26,1,1
TILE,-15,26,1,1
TILE,-14,26,1,1
TILE,-13,26,1,1
TILE,-12,26,1,1
TILE,-11,26,1,1
TILE,-10,26,1,1
TILE,-9,26,1,1
TILE,-8,26,1,1
TILE,-7,26,1,1
TILE,-6,26,1,1
TILE,-5,26,1,1
TILE,-4,26,1,1
TILE,-3,26,1,1
TILE,-2,26,1,1
TILE,-1,26,1,1
TILE,-8,16,0,2
TILE,-7,16,1,2
TILE,-6,16,1,2
TILE,-5,16,1,2
TILE,-4,16,1,2
TILE,-3,16,1,2
TILE,-2,16,2,2
TILE,-8,15,0,0
TILE,-2,15,2,0
TILE,-7,15,1,0
TILE,-6,15,1,0
TILE,-5,15,1,0
TILE,-4,15,1,0
TILE,-3,15,1,0
TILE,6,22,0,1
TILE,6,21,0,1
TILE,6,20,0,1
TILE,6,19,0,0
TILE,7,19,1,0
TILE,8,19,1,0
TILE,9,19,1,0
TILE,10,19,1,0
TILE,11,19,1,0
TILE,12,19,1,0
TILE,13,19,1,0
TILE,14,19,1,0
TILE,15,19,1,0
TILE,16,19,1,0
TILE,17,19,1,0
TILE,18,19,1,0
TILE,19,19,1,0
TILE,20,19,1,0
TILE,21,19,1,0
TILE,22,19,1,0
TILE,23,19,1,0
TILE,24,17,0,1
TILE,24,16,0,1
TILE,24,19,5,1
TILE,24,15,0,1
TILE,24,14,0,0
TILE,25,14,1,0
TILE,26,14,1,0
TILE,27,14,1,0
TILE,28,14,1,0
TILE,29,14,1,0
TILE,30,14,1,0
TILE,31,14,1,0
TILE,32,14,1,0
TILE,33,14,1,0
TILE,34,14,1,0
TILE,35,14,1,0
TILE,36,14,1,0
TILE,37,14,1,0
TILE,6,23,5,1
TILE,38,14,1,0
TILE,25,15,1,1
TILE,26,15,1,1
TILE,27,15,1,1
TILE,28,15,1,1
TILE,29,15,1,1
TILE,30,15,1,1
TILE,31,15,1,1
TILE,32,15,1,1
TILE,33,15,1,1
TILE,34,15,1,1
TILE,35,15,1,1
TILE,36,15,1,1
TILE,37,15,1,1
TILE,38,15,1,1
TILE,38,22,1,1
TILE,38,23,1,1
TILE,37,23,1,1
TILE,36,23,1,1
TILE,35,23,1,1
TILE,34,23,1,1
TILE,33,23,1,1
TILE,32,24,1,1
TILE,31,24,1,1
TILE,30,24,1,1
TILE,29,24,1,1
TILE,28,24,1,1
TILE,28,25,1,1
TILE,27,25,1,1
TILE,26,25,1,1
TILE,26,24,1,1
TILE,25,24,1,1
TILE,24,24,1,1
TILE,23,24,1,1
TILE,22,24,1,1
TILE,21,24,1,1
TILE,20,24,1,1
TILE,20,23,1,1
TILE,19,23,1,1
TILE,18,23,1,1
TILE,17,23,1,1
TILE,16,23,1,1
TILE,16,22,1,1
TILE,15,22,1,1
TILE,14,22,1,1
TILE,13,22,1,1
TILE,12,22,1,1
TILE,12,23,1,1
TILE,11,23,1,1
TILE,10,23,1,1
TILE,9,23,1,1
TILE,8,23,1,1
TILE,7,23,1,1
TILE,7,22,1,1
TILE,7,21,1,1
TILE,7,20,1,1
TILE,8,20,1,1
TILE,9,20,1,1
TILE,8,21,1,1
TILE,9,21,1,1
TILE,10,21,1,1
TILE,11,21,1,1
TILE,11,20,1,1
TILE,12,20,1,1
TILE,13,20,1,1
TILE,14,20,1,1
TILE,14,21,1,1
TILE,10,20,1,1
TILE,9,22,1,1
TILE,8,22,1,1
TILE,10,22,1,1
TILE,11,22,1,1
TILE,13,21,1,1
TILE,12,21,1,1
TILE,15,21,1,1
TILE,16,21,1,1
TILE,17,21,1,1
TILE,18,21,1,1
TILE,19,21,1,1
TILE,20,21,1,1
TILE,21,21,1,1
